Puntos;100 ml;110 mv;200 ml;400 ml;400 mv;800 ml;1.500 ml;3.000 ml;3.000 obs;5.000 ml;10.000 ml;5.000 mm;10.000 mm;Salto de Altura;Salto con Pertiga;Salto de Longitud;Triple Salto;Lanzamiento de Peso;Lanzamiento de Disco;Lanzamiento de Martillo;Lanzamiento de Javalina
597;;16,97;;54,81;1:02.43;2:07.08;4:23.82;9:29.34;10:48.08;16:16.42;34:42.61;26:29;54:29;;;5,46;11,55;11,16;34,62;40,97;44,31
596;12,08;;24,66;54,83;1:02.46;2:07.13;4:23.92;9:29.57;10:48.39;16:16.81;34:43.50;26:30;54:31;;;;11,54;11,15;34,56;40,91;44,24
595;;16,98;24,67;54,85;1:02.48;2:07.18;4:24.03;9:29.80;10:48.70;16:17.20;34:44.40;26:31;54:33;1,63;3,5;5,45;11,53;11,13;34,51;40,84;44,17
594;;16,99;24,68;54,87;1:02.51;2:07.22;4:24.13;9:30.03;10:49.01;16:17.59;34:45.29;26:32;54:34;;;;11,52;11,11;34,45;40,78;44,1
593;12,09;17;24,69;54,9;1:02.54;2:07.27;4:24.23;9:30.25;10:49.33;16:17.97;34:46.19;26:33;54:36;;3,49;5,44;11,51;11,1;34,4;40,71;44,03
592;;;24,7;54,92;1:02.57;2:07.32;4:24.33;9:30.48;10:49.64;16:18.36;34:47.09;26:34;54:38;;;;11,5;11,08;34,34;40,65;43,96
591;12,1;17,01;24,71;54,94;1:02.59;2:07.36;4:24.43;9:30.71;10:49.95;16:18.75;34:47.99;26:35;54:40;;;5,43;11,49;11,06;34,29;40,58;43,89
590;;17,02;24,72;54,96;1:02.62;2:07.41;4:24.54;9:30.94;10:50.26;16:19.14;34:48.89;26:36;54:42;;3,48;;11,48;11,05;34,23;40,51;43,81
589;;17,03;24,73;54,98;1:02.65;2:07.45;4:24.64;9:31.16;10:50.58;16:19.54;34:49.78;26:37;54:44;;;5,42;11,47;11,03;34,18;40,45;43,74
588;12,11;;24,74;55;1:02.68;2:07.50;4:24.74;9:31.39;10:50.89;16:19.93;34:50.69;26:38;54:46;;3,47;;11,46;11,01;34,12;40,38;43,67
587;;17,04;24,75;55,02;1:02.71;2:07.55;4:24.84;9:31.62;10:51.21;16:20.32;34:51.59;26:39;54:48;1,62;;5,41;11,45;10,99;34,07;40,32;43,6
586;12,12;17,05;;55,04;1:02.73;2:07.59;4:24.94;9:31.85;10:51.52;16:20.71;34:52.49;26:40;54:50;;;;11,44;10,98;34,01;40,25;43,53
585;;17,06;24,76;55,06;1:02.76;2:07.64;4:25.05;9:32.08;10:51.83;16:21.10;34:53.39;26:41;54:52;;3,46;5,4;11,43;10,96;33,96;40,18;43,46
584;12,13;;24,77;55,08;1:02.79;2:07.69;4:25.15;9:32.31;10:52.15;16:21.49;34:54.29;26:42;54:54;;;;11,42;10,94;33,9;40,12;43,39
583;;17,07;24,78;55,1;1:02.82;2:07.73;4:25.25;9:32.54;10:52.46;16:21.89;34:55.20;26:43;54:56;;;5,39;11,41;10,93;33,85;40,05;43,32
582;;17,08;24,79;55,12;1:02.85;2:07.78;4:25.35;9:32.77;10:52.78;16:22.28;34:56.10;26:44;54:58;;3,45;;11,4;10,91;33,79;39,99;43,24
581;12,14;17,09;24,8;55,14;1:02.87;2:07.83;4:25.46;9:33.00;10:53.10;16:22.67;34:57.01;26:45;55:00;;;5,38;11,39;10,89;33,74;39,92;43,17
580;;;24,81;55,16;1:02.90;2:07.87;4:25.56;9:33.23;10:53.41;16:23.07;34:57.92;26:46;55:02;;3,44;;11,38;10,88;33,68;39,86;43,1
579;12,15;17,1;24,82;55,18;1:02.93;2:07.92;4:25.66;9:33.46;10:53.73;16:23.46;34:58.82;26:47;55:04;;;5,37;11,37;10,86;33,63;39,79;43,03
578;;17,11;24,83;55,2;1:02.96;2:07.97;4:25.77;9:33.69;10:54.04;16:23.86;34:59.73;26:48;55:06;1,61;;;11,36;10,84;33,57;39,72;42,96
577;;17,12;24,84;55,22;1:02.99;2:08.01;4:25.87;9:33.92;10:54.36;16:24.25;35:00.64;26:49;55:08;;3,43;5,36;11,35;10,83;33,52;39,66;42,89
576;12,16;;24,85;55,24;1:03.02;2:08.06;4:25.97;9:34.15;10:54.68;16:24.65;35:01.55;26:50;55:10;;;;11,34;10,81;33,46;39,59;42,82
575;;17,13;24,86;55,26;1:03.04;2:08.11;4:26.08;9:34.38;10:54.99;16:25.04;35:02.46;26:51;55:12;;3,42;5,35;11,33;10,79;33,41;39,53;42,75
574;12,17;17,14;24,87;55,28;1:03.07;2:08.15;4:26.18;9:34.61;10:55.31;16:25.44;35:03.37;26:52;55:14;;;;11,32;10,77;33,35;39,46;42,68
573;;17,15;;55,31;1:03.10;2:08.20;4:26.28;9:34.84;10:55.63;16:25.83;35:04.28;26:53;55:16;;;5,34;11,31;10,76;33,3;39,39;42,6
572;12,18;;24,88;55,33;1:03.13;2:08.25;4:26.39;9:35.07;10:55.95;16:26.23;35:05.20;26:54;55:18;;3,41;;11,3;10,74;33,24;39,33;42,53
571;;17,16;24,89;55,35;1:03.16;2:08.29;4:26.49;9:35.30;10:56.27;16:26.63;35:06.11;26:55;55:20;;;;11,29;10,72;33,19;39,26;42,46
570;;17,17;24,9;55,37;1:03.18;2:08.34;4:26.59;9:35.54;10:56.59;16:27.02;35:07.03;26:56;55:22;1,6;;5,33;11,28;10,71;33,13;39,2;42,39
569;12,19;17,18;24,91;55,39;1:03.21;2:08.39;4:26.70;9:35.77;10:56.90;16:27.42;35:07.94;26:57;55:24;;3,4;;11,27;10,69;33,08;39,13;42,32
568;;;24,92;55,41;1:03.24;2:08.43;4:26.80;9:36.00;10:57.22;16:27.82;35:08.86;26:58;55:26;;;5,32;11,26;10,67;33,02;39,07;42,25
567;12,2;17,19;24,93;55,43;1:03.27;2:08.48;4:26.91;9:36.23;10:57.54;16:28.22;35:09.77;26:59;55:27;;3,39;;11,25;10,66;32,97;39;42,18
566;;17,2;24,94;55,45;1:03.30;2:08.53;4:27.01;9:36.47;10:57.86;16:28.62;35:10.69;27:00;55:29;;;5,31;11,24;10,64;32,91;38,93;42,11
565;12,21;17,21;24,95;55,47;1:03.33;2:08.58;4:27.11;9:36.70;10:58.18;16:29.01;35:11.61;27:01;55:31;;;;11,23;10,62;32,86;38,87;42,03
564;;;24,96;55,49;1:03.36;2:08.62;4:27.22;9:36.93;10:58.50;16:29.41;35:12.53;27:02;55:33;;3,38;5,3;11,22;10,6;32,8;38,8;41,96
563;;17,22;24,97;55,51;1:03.38;2:08.67;4:27.32;9:37.16;10:58.82;16:29.81;35:13.45;27:03;55:35;;;;11,21;10,59;32,75;38,74;41,89
562;12,22;17,23;24,98;55,53;1:03.41;2:08.72;4:27.43;9:37.40;10:59.14;16:30.21;35:14.37;27:04;55:37;;3,37;5,29;11,2;10,57;32,69;38,67;41,82
561;;17,24;24,99;55,55;1:03.44;2:08.77;4:27.53;9:37.63;10:59.47;16:30.61;35:15.29;27:05;55:39;1,59;;;11,19;10,55;32,64;38,6;41,75
560;12,23;;25;55,58;1:03.47;2:08.81;4:27.64;9:37.87;10:59.79;16:31.01;35:16.21;27:06;55:41;;;5,28;11,18;10,54;32,58;38,54;41,68
559;;17,25;25,01;55,6;1:03.50;2:08.86;4:27.74;9:38.10;11:00.11;16:31.42;35:17.14;27:07;55:43;;3,36;;11,17;10,52;32,53;38,47;41,61
558;12,24;17,26;;55,62;1:03.53;2:08.91;4:27.85;9:38.33;11:00.43;16:31.82;35:18.06;27:08;55:45;;;5,27;11,16;10,5;32,47;38,41;41,54
557;;17,27;25,02;55,64;1:03.56;2:08.96;4:27.95;9:38.57;11:00.75;16:32.22;35:18.99;27:09;55:47;;;;11,15;10,49;32,42;38,34;41,46
556;;17,28;25,03;55,66;1:03.58;2:09.00;4:28.06;9:38.80;11:01.08;16:32.62;35:19.91;27:10;55:49;;3,35;5,26;11,14;10,47;32,36;38,28;41,39
555;12,25;;25,04;55,68;1:03.61;2:09.05;4:28.16;9:39.04;11:01.40;16:33.02;35:20.84;27:11;55:51;;;;;10,45;32,31;38,21;41,32
554;;17,29;25,05;55,7;1:03.64;2:09.10;4:28.27;9:39.27;11:01.72;16:33.43;35:21.77;27:12;55:53;;3,34;5,25;11,13;10,43;32,25;38,14;41,25
553;12,26;17,3;25,06;55,72;1:03.67;2:09.15;4:28.37;9:39.51;11:02.05;16:33.83;35:22.70;27:13;55:55;1,58;;;11,12;10,42;32,2;38,08;41,18
552;;17,31;25,07;55,74;1:03.70;2:09.19;4:28.48;9:39.75;11:02.37;16:34.23;35:23.63;27:14;55:57;;;5,24;11,11;10,4;32,14;38,01;41,11
551;12,27;;25,08;55,76;1:03.73;2:09.24;4:28.58;9:39.98;11:02.69;16:34.64;35:24.56;27:15;55:59;;3,33;;11,1;10,38;32,08;37,95;41,04
550;;17,32;25,09;55,79;1:03.76;2:09.29;4:28.69;9:40.22;11:03.02;16:35.04;35:25.49;27:16;56:02;;;5,23;11,09;10,37;32,03;37,88;40,97
549;;17,33;25,1;55,81;1:03.79;2:09.34;4:28.80;9:40.45;11:03.34;16:35.45;35:26.42;27:17;56:04;;3,32;;11,08;10,35;31,97;37,81;40,9
548;12,28;17,34;25,11;55,83;1:03.81;2:09.39;4:28.90;9:40.69;11:03.67;16:35.85;35:27.35;27:18;56:06;;;5,22;11,07;10,33;31,92;37,75;40,82
547;;;25,12;55,85;1:03.84;2:09.43;4:29.01;9:40.93;11:03.99;16:36.26;35:28.28;27:19;56:08;;;;11,06;10,32;31,86;37,68;40,75
546;12,29;17,35;25,13;55,87;1:03.87;2:09.48;4:29.11;9:41.16;11:04.32;16:36.66;35:29.22;27:20;56:10;;3,31;5,21;11,05;10,3;31,81;37,62;40,68
545;;17,36;25,14;55,89;1:03.90;2:09.53;4:29.22;9:41.40;11:04.64;16:37.07;35:30.15;27:21;56:12;;;;11,04;10,28;31,75;37,55;40,61
544;12,3;17,37;25,15;55,91;1:03.93;2:09.58;4:29.33;9:41.64;11:04.97;16:37.47;35:31.09;27:22;56:14;1,57;;5,2;11,03;10,26;31,7;37,48;40,54
543;;17,38;25,16;55,93;1:03.96;2:09.63;4:29.43;9:41.88;11:05.30;16:37.88;35:32.03;27:24;56:16;;3,3;;11,02;10,25;31,64;37,42;40,47
542;;;25,17;55,95;1:03.99;2:09.68;4:29.54;9:42.11;11:05.62;16:38.29;35:32.96;27:25;56:18;;;;11,01;10,23;31,59;37,35;40,4
541;12,31;17,39;25,18;55,98;1:04.02;2:09.72;4:29.65;9:42.35;11:05.95;16:38.70;35:33.90;27:26;56:20;;3,29;5,19;11;10,21;31,53;37,29;40,33
540;;17,4;;56;1:04.05;2:09.77;4:29.75;9:42.59;11:06.28;16:39.10;35:34.84;27:27;56:22;;;;10,99;10,2;31,48;37,22;40,25
539;12,32;17,41;25,19;56,02;1:04.08;2:09.82;4:29.86;9:42.83;11:06.61;16:39.51;35:35.78;27:28;56:24;;;5,18;10,98;10,18;31,42;37,16;40,18
538;;;25,2;56,04;1:04.10;2:09.87;4:29.97;9:43.07;11:06.93;16:39.92;35:36.72;27:29;56:26;;3,28;;10,97;10,16;31,37;37,09;40,11
537;12,33;17,42;25,21;56,06;1:04.13;2:09.92;4:30.07;9:43.31;11:07.26;16:40.33;35:37.67;27:30;56:28;;;5,17;10,96;10,15;31,31;37,02;40,04
536;;17,43;25,22;56,08;1:04.16;2:09.97;4:30.18;9:43.54;11:07.59;16:40.74;35:38.61;27:31;56:30;1,56;3,27;;10,95;10,13;31,26;36,96;39,97
535;;17,44;25,23;56,1;1:04.19;2:10.01;4:30.29;9:43.78;11:07.92;16:41.15;35:39.55;27:32;56:32;;;5,16;10,94;10,11;31,2;36,89;39,9
534;12,34;17,45;25,24;56,13;1:04.22;2:10.06;4:30.39;9:44.02;11:08.25;16:41.56;35:40.50;27:33;56:34;;;;10,93;10,09;31,15;36,83;39,83
533;;;25,25;56,15;1:04.25;2:10.11;4:30.50;9:44.26;11:08.58;16:41.97;35:41.44;27:34;56:36;;3,26;5,15;10,92;10,08;31,09;36,76;39,76
532;12,35;17,46;25,26;56,17;1:04.28;2:10.16;4:30.61;9:44.50;11:08.91;16:42.38;35:42.39;27:35;56:38;;;;10,91;10,06;31,04;36,69;39,68
531;;17,47;25,27;56,19;1:04.31;2:10.21;4:30.72;9:44.74;11:09.24;16:42.79;35:43.34;27:36;56:40;;;5,14;10,9;10,04;30,98;36,63;39,61
530;12,36;17,48;25,28;56,21;1:04.34;2:10.26;4:30.82;9:44.98;11:09.57;16:43.21;35:44.29;27:37;56:42;;3,25;;10,89;10,03;30,93;36,56;39,54
529;;;25,29;56,23;1:04.37;2:10.31;4:30.93;9:45.22;11:09.90;16:43.62;35:45.24;27:38;56:44;;;5,13;10,88;10,01;30,87;36,5;39,47
528;;17,49;25,3;56,25;1:04.40;2:10.36;4:31.04;9:45.47;11:10.23;16:44.03;35:46.19;27:39;56:46;;3,24;;10,87;9,99;30,82;36,43;39,4
527;12,37;17,5;25,31;56,28;1:04.43;2:10.40;4:31.15;9:45.71;11:10.56;16:44.44;35:47.14;27:40;56:48;1,55;;5,12;10,86;9,98;30,76;36,36;39,33
526;;17,51;25,32;56,3;1:04.46;2:10.45;4:31.26;9:45.95;11:10.89;16:44.86;35:48.09;27:41;56:50;;;;10,85;9,96;30,71;36,3;39,26
525;12,38;17,52;25,33;56,32;1:04.49;2:10.50;4:31.36;9:46.19;11:11.23;16:45.27;35:49.04;27:42;56:53;;3,23;5,11;10,84;9,94;30,65;36,23;39,18
524;;;25,34;56,34;1:04.52;2:10.55;4:31.47;9:46.43;11:11.56;16:45.69;35:49.99;27:43;56:55;;;;10,83;9,92;30,6;36,17;39,11
523;12,39;17,53;25,35;56,36;1:04.55;2:10.60;4:31.58;9:46.67;11:11.89;16:46.10;35:50.95;27:44;56:57;;3,22;5,1;10,82;9,91;30,54;36,1;39,04
522;;17,54;25,36;56,38;1:04.58;2:10.65;4:31.69;9:46.92;11:12.22;16:46.51;35:51.91;27:45;56:59;;;;10,81;9,89;30,49;36,04;38,97
521;12,4;17,55;25,37;56,41;1:04.60;2:10.70;4:31.80;9:47.16;11:12.56;16:46.93;35:52.86;27:46;57:01;;;5,09;10,8;9,87;30,43;35,97;38,9
520;;17,56;25,38;56,43;1:04.63;2:10.75;4:31.91;9:47.40;11:12.89;16:47.35;35:53.82;27:47;57:03;;3,21;;10,79;9,86;30,38;35,9;38,83
519;;;25,39;56,45;1:04.66;2:10.80;4:32.02;9:47.64;11:13.22;16:47.76;35:54.78;27:48;57:05;1,54;;5,08;10,78;9,84;30,32;35,84;38,76
518;12,41;17,57;25,4;56,47;1:04.69;2:10.85;4:32.12;9:47.89;11:13.56;16:48.18;35:55.74;27:50;57:07;;;;10,77;9,82;30,27;35,77;38,69
517;;17,58;25,41;56,49;1:04.72;2:10.90;4:32.23;9:48.13;11:13.89;16:48.60;35:56.70;27:51;57:09;;3,2;5,07;10,76;9,81;30,21;35,71;38,61
516;12,42;17,59;25,42;56,51;1:04.75;2:10.95;4:32.34;9:48.37;11:14.23;16:49.01;35:57.66;27:52;57:11;;;;10,75;9,79;30,16;35,64;38,54
515;;17,6;25,43;56,54;1:04.78;2:10.99;4:32.45;9:48.62;11:14.56;16:49.43;35:58.62;27:53;57:13;;3,19;5,06;10,74;9,77;30,1;35,57;38,47
514;12,43;;25,44;56,56;1:04.81;2:11.04;4:32.56;9:48.86;11:14.90;16:49.85;35:59.58;27:54;57:15;;;;10,73;9,75;30,05;35,51;38,4
513;;17,61;25,45;56,58;1:04.84;2:11.09;4:32.67;9:49.11;11:15.23;16:50.27;36:00.55;27:55;57:17;;;5,05;10,72;9,74;29,99;35,44;38,33
512;12,44;17,62;25,46;56,6;1:04.87;2:11.14;4:32.78;9:49.35;11:15.57;16:50.69;36:01.51;27:56;57:19;;3,18;;10,71;9,72;29,93;35,38;38,26
511;;17,63;25,47;56,62;1:04.90;2:11.19;4:32.89;9:49.60;11:15.91;16:51.11;36:02.48;27:57;57:22;;;;10,7;9,7;29,88;35,31;38,19
510;;17,64;25,48;56,65;1:04.93;2:11.24;4:33.00;9:49.84;11:16.24;16:51.53;36:03.44;27:58;57:24;1,53;3,17;5,04;10,69;9,69;29,82;35,24;38,12
509;12,45;;25,49;56,67;1:04.96;2:11.29;4:33.11;9:50.09;11:16.58;16:51.95;36:04.41;27:59;57:26;;;;10,68;9,67;29,77;35,18;38,04
508;;17,65;25,5;56,69;1:04.99;2:11.34;4:33.22;9:50.33;11:16.92;16:52.37;36:05.38;28:00;57:28;;;5,03;10,67;9,65;29,71;35,11;37,97
507;12,46;17,66;;56,71;1:05.02;2:11.39;4:33.33;9:50.58;11:17.26;16:52.79;36:06.35;28:01;57:30;;3,16;;10,66;9,64;29,66;35,05;37,9
506;;17,67;25,51;56,73;1:05.05;2:11.44;4:33.44;9:50.82;11:17.59;16:53.21;36:07.32;28:02;57:32;;;5,02;10,65;9,62;29,6;34,98;37,83
505;12,47;17,68;25,52;56,76;1:05.08;2:11.49;4:33.55;9:51.07;11:17.93;16:53.63;36:08.29;28:03;57:34;;;;10,64;9,6;29,55;34,91;37,76
504;;;25,53;56,78;1:05.11;2:11.54;4:33.66;9:51.32;11:18.27;16:54.05;36:09.26;28:04;57:36;;3,15;5,01;10,63;9,58;29,49;34,85;37,69
503;12,48;17,69;25,54;56,8;1:05.14;2:11.59;4:33.77;9:51.56;11:18.61;16:54.48;36:10.24;28:05;57:38;;;;10,62;9,57;29,44;34,78;37,62
502;;17,7;25,55;56,82;1:05.17;2:11.64;4:33.88;9:51.81;11:18.95;16:54.90;36:11.21;28:06;57:40;1,52;3,14;5;10,61;9,55;29,38;34,72;37,54
501;;17,71;25,56;56,84;1:05.20;2:11.69;4:33.99;9:52.06;11:19.29;16:55.32;36:12.19;28:08;57:43;;;;10,6;9,53;29,33;34,65;37,47
